"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Konya Plain","IrSeljq","Religious literature","1","","","","simple","simple",""
"Susiana","IrSeljq","Religious literature","1","","","","simple","simple",""
"Galilee","IrSeljq","Religious literature","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Practical literature","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Practical literature","1","","","","simple","simple",""
"Susiana","IrSeljq","Practical literature","1","","","","simple","simple",""
"Galilee","IrSeljq","Practical literature","1","","","","simple","simple",""
"Sogdiana","IrSeljq","History","1","","","","simple","simple",""
"Konya Plain","IrSeljq","History","1","","","","simple","simple",""
"Susiana","IrSeljq","History","1","","","","simple","simple",""
"Galilee","IrSeljq","History","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Philosophy","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Philosophy","1","","","","simple","simple",""
"Susiana","IrSeljq","Philosophy","1","","","","simple","simple",""
"Galilee","IrSeljq","Philosophy","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Scientific literature","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Scientific literature","1","","","","simple","simple",""
"Susiana","IrSeljq","Scientific literature","1","","","","simple","simple",""
"Galilee","IrSeljq","Scientific literature","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Fiction","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Fiction","1","","","","simple","simple",""
"Susiana","IrSeljq","Fiction","1","","","","simple","simple",""
"Galilee","IrSeljq","Fiction","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Articles","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Articles","1","","","","simple","simple",""
"Susiana","IrSeljq","Articles","1","","","","simple","simple",""
"Galilee","IrSeljq","Articles","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Precious metals","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Precious metals","1","","","","simple","simple",""
"Susiana","IrSeljq","Precious metals","1","","","","simple","simple",""
"Galilee","IrSeljq","Precious metals","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Foreign coins","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Foreign coins","1","","","","simple","simple",""
"Susiana","IrSeljq","Foreign coins","1","","","","simple","simple",""
"Galilee","IrSeljq","Foreign coins","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Indigenous coins","1","","","","simple","simple",""
"Konya Plain","IrSeljq","Indigenous coins","1","","","","simple","simple",""
"Susiana","IrSeljq","Indigenous coins","1","","","","simple","simple",""
"Galilee","IrSeljq","Indigenous coins","1","","","","simple","simple",""
"Sogdiana","IrSeljq","Paper currency","0.1","","","","simple","simple",""
"Konya Plain","IrSeljq","Paper currency","0.1","","","","simple","simple",""
"Susiana","IrSeljq","Paper currency","0.1","","","","simple","simple",""
"Galilee","IrSeljq","Paper currency","0.1","","","","simple","simple",""
"Sogdiana","IrSeljq","elite status is hereditary","1","","","","simple","simple",""
"Konya Plain","IrSeljq","elite status is hereditary","1","","","","simple","simple",""
"Susiana","IrSeljq","elite status is hereditary","1","","","","simple","simple",""
"Galilee","IrSeljq","elite status is hereditary","1","","","","simple","simple",""
"Susiana","IqAbbs2","Polity Population","3900000","","1200","","complex","simple","simple"
"Susiana","IqAbbs2","Polity territory","750000","","1200","","complex","simple","simple"
"Susiana","IqAbbs2","Population of the largest settlement","1000000","","","","simple","simple",""
"Susiana","IqAbbs2","Administrative levels","5","","","","simple","simple",""
"Susiana","IqAbbs2","Military levels","5","6","","","complex","range",""
"Susiana","IqAbbs2","Religious levels","2","","","","simple","simple",""
"Susiana","IqAbbs2","Settlement hierarchy","4","5","","","complex","range",""
"Susiana","IqAbbs2","Professional military officers","1","","","","simple","simple",""
"Susiana","IqAbbs2","Professional soldiers","1","","","","simple","simple",""
"Susiana","IqAbbs2","Full-time bureaucrats","1","","","","simple","simple",""
"Susiana","IqAbbs2","Examination system","0.1","","","","simple","simple",""
"Susiana","IqAbbs2","Specialized government buildings","1","","","","simple","simple",""
"Susiana","IqAbbs2","Courts","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Formal legal code","1","","","","simple","simple",""
"Susiana","IqAbbs2","Judges","1","","","","simple","simple",""
"Susiana","IqAbbs2","Professional Lawyers","1","","","","simple","simple",""
"Susiana","IqAbbs2","irrigation systems","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","markets","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","food storage sites","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Roads","1","","","","simple","simple",""
"Susiana","IqAbbs2","Bridges","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Canals","1","","","","simple","simple",""
"Susiana","IqAbbs2","Ports","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Mines or quarries","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Couriers","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Postal stations","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","General postal service","0.1","","","","simple","simple",""
"Susiana","IqAbbs2","Mnemonic devices","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Nonwritten records","1","","","","simple","simple",""
"Susiana","IqAbbs2","Written records","1","","","","simple","simple",""
"Susiana","IqAbbs2","Script","1","","","","simple","simple",""
"Susiana","IqAbbs2","Non-phonetic writing","0","","","","simple","simple",""
"Susiana","IqAbbs2","Phonetic alphabetic writing","1","","","","simple","simple",""
"Susiana","IqAbbs2","Lists tables and classifications","0.9","","","","simple","simple",""
"Susiana","IqAbbs2","Calendar","1","","","","simple","simple",""
"Susiana","IqAbbs2","Sacred Texts","1","","","","simple","simple",""
"Susiana","IqAbbs2","Religious literature","1","","","","simple","simple",""
"Susiana","IqAbbs2","Practical literature","1","","","","simple","simple",""
"Susiana","IqAbbs2","History","1","","","","simple","simple",""
"Susiana","IqAbbs2","Philosophy","1","","","","simple","simple",""
"Susiana","IqAbbs2","Scientific literature","1","","","","simple","simple",""
"Susiana","IqAbbs2","Fiction","1","","","","simple","simple",""
"Susiana","IqAbbs2","Articles","1","","","","simple","simple",""
"Susiana","IqAbbs2","Precious metals","1","","","","simple","simple",""
"Susiana","IqAbbs2","Indigenous coins","1","","","","simple","simple",""
"Susiana","IqAbbs2","Paper currency","0","","","","simple","simple",""
"Susiana","IqAbbs2","elite status is hereditary","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Polity Population","5250000","","1300","","complex","simple","simple"
"Konya Plain","IrIlkhn","Polity Population","5250000","","1300","","complex","simple","simple"
"Susiana","IrIlkhn","Polity Population","5250000","","1300","","complex","simple","simple"
"Sogdiana","IrIlkhn","Polity territory","3800000","","","","simple","simple",""
"Konya Plain","IrIlkhn","Polity territory","3800000","","","","simple","simple",""
"Susiana","IrIlkhn","Polity territory","3800000","","","","simple","simple",""
"Sogdiana","IrIlkhn","Population of the largest settlement","100000","200000","1300","","complex","range","simple"
"Konya Plain","IrIlkhn","Population of the largest settlement","100000","200000","1300","","complex","range","simple"
"Susiana","IrIlkhn","Population of the largest settlement","100000","200000","1300","","complex","range","simple"
"Sogdiana","IrIlkhn","Administrative levels","6","","","","simple","simple",""
"Konya Plain","IrIlkhn","Administrative levels","6","","","","simple","simple",""
"Susiana","IrIlkhn","Administrative levels","6","","","","simple","simple",""
"Sogdiana","IrIlkhn","Military levels","6","","","","simple","simple",""
"Konya Plain","IrIlkhn","Military levels","6","","","","simple","simple",""
"Susiana","IrIlkhn","Military levels","6","","","","simple","simple",""
"Sogdiana","IrIlkhn","Religious levels","3","","","","simple","simple",""
"Konya Plain","IrIlkhn","Religious levels","3","","","","simple","simple",""
"Susiana","IrIlkhn","Religious levels","3","","","","simple","simple",""
"Sogdiana","IrIlkhn","Settlement hierarchy","4","5","","","complex","range",""
"Konya Plain","IrIlkhn","Settlement hierarchy","4","5","","","complex","range",""
"Susiana","IrIlkhn","Settlement hierarchy","4","5","","","complex","range",""
"Sogdiana","IrIlkhn","Professional military officers","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Professional military officers","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Professional military officers","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Professional soldiers","0","","1256","1303","complex","simple","range"
"Sogdiana","IrIlkhn","Professional soldiers","1","","1304","1335","complex","simple","range"
"Konya Plain","IrIlkhn","Professional soldiers","0","","1256","1303","complex","simple","range"
"Konya Plain","IrIlkhn","Professional soldiers","1","","1304","1335","complex","simple","range"
"Susiana","IrIlkhn","Professional soldiers","0","","1256","1303","complex","simple","range"
"Susiana","IrIlkhn","Professional soldiers","1","","1304","1335","complex","simple","range"
"Sogdiana","IrIlkhn","Professional priesthood","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Professional priesthood","1","","","","simple","simple",""
"Susiana","IrIlkhn","Professional priesthood","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Full-time bureaucrats","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Full-time bureaucrats","1","","","","simple","simple",""
"Susiana","IrIlkhn","Full-time bureaucrats","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Examination system","0.1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Examination system","0.1","","","","simple","simple",""
"Susiana","IrIlkhn","Examination system","0.1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Merit promotion","0.1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Merit promotion","0.1","","","","simple","simple",""
"Susiana","IrIlkhn","Merit promotion","0.1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Specialized government buildings","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Specialized government buildings","1","","","","simple","simple",""
"Susiana","IrIlkhn","Specialized government buildings","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Courts","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Courts","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Courts","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Formal legal code","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Formal legal code","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Formal legal code","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Judges","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Judges","1","","","","simple","simple",""
"Susiana","IrIlkhn","Judges","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Professional Lawyers","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Professional Lawyers","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Professional Lawyers","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","irrigation systems","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","irrigation systems","1","","","","simple","simple",""
"Susiana","IrIlkhn","irrigation systems","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","drinking water supply systems","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","drinking water supply systems","1","","","","simple","simple",""
"Susiana","IrIlkhn","drinking water supply systems","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","markets","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","markets","1","","","","simple","simple",""
"Susiana","IrIlkhn","markets","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Roads","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Roads","1","","","","simple","simple",""
"Susiana","IrIlkhn","Roads","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Bridges","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Bridges","1","","","","simple","simple",""
"Susiana","IrIlkhn","Bridges","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Canals","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Canals","1","","","","simple","simple",""
"Susiana","IrIlkhn","Canals","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Ports","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Ports","1","","","","simple","simple",""
"Susiana","IrIlkhn","Ports","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Mines or quarries","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Mines or quarries","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Mines or quarries","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Couriers","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Couriers","1","","","","simple","simple",""
"Susiana","IrIlkhn","Couriers","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Postal stations","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Postal stations","1","","","","simple","simple",""
"Susiana","IrIlkhn","Postal stations","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","General postal service","0","","","","simple","simple",""
"Konya Plain","IrIlkhn","General postal service","0","","","","simple","simple",""
"Susiana","IrIlkhn","General postal service","0","","","","simple","simple",""
"Sogdiana","IrIlkhn","Mnemonic devices","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Mnemonic devices","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Mnemonic devices","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Nonwritten records","0.9","","","","simple","simple",""
"Konya Plain","IrIlkhn","Nonwritten records","0.9","","","","simple","simple",""
"Susiana","IrIlkhn","Nonwritten records","0.9","","","","simple","simple",""
"Sogdiana","IrIlkhn","Written records","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Written records","1","","","","simple","simple",""
"Susiana","IrIlkhn","Written records","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Script","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Script","1","","","","simple","simple",""
"Susiana","IrIlkhn","Script","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Non-phonetic writing","0","","","","simple","simple",""
"Konya Plain","IrIlkhn","Non-phonetic writing","0","","","","simple","simple",""
"Susiana","IrIlkhn","Non-phonetic writing","0","","","","simple","simple",""
"Sogdiana","IrIlkhn","Phonetic alphabetic writing","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Phonetic alphabetic writing","1","","","","simple","simple",""
"Susiana","IrIlkhn","Phonetic alphabetic writing","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Lists tables and classifications","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Lists tables and classifications","1","","","","simple","simple",""
"Susiana","IrIlkhn","Lists tables and classifications","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Calendar","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Calendar","1","","","","simple","simple",""
"Susiana","IrIlkhn","Calendar","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Sacred Texts","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Sacred Texts","1","","","","simple","simple",""
"Susiana","IrIlkhn","Sacred Texts","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Religious literature","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Religious literature","1","","","","simple","simple",""
"Susiana","IrIlkhn","Religious literature","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Practical literature","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Practical literature","1","","","","simple","simple",""
"Susiana","IrIlkhn","Practical literature","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","History","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","History","1","","","","simple","simple",""
"Susiana","IrIlkhn","History","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Philosophy","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Philosophy","1","","","","simple","simple",""
"Susiana","IrIlkhn","Philosophy","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Scientific literature","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Scientific literature","1","","","","simple","simple",""
"Susiana","IrIlkhn","Scientific literature","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Fiction","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Fiction","1","","","","simple","simple",""
"Susiana","IrIlkhn","Fiction","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Articles","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Articles","1","","","","simple","simple",""
"Susiana","IrIlkhn","Articles","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Precious metals","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Precious metals","1","","","","simple","simple",""
"Susiana","IrIlkhn","Precious metals","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Foreign coins","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Foreign coins","1","","","","simple","simple",""
"Susiana","IrIlkhn","Foreign coins","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Indigenous coins","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Indigenous coins","1","","","","simple","simple",""
"Susiana","IrIlkhn","Indigenous coins","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","Paper currency","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","Paper currency","1","","","","simple","simple",""
"Susiana","IrIlkhn","Paper currency","1","","","","simple","simple",""
"Sogdiana","IrIlkhn","elite status is hereditary","1","","","","simple","simple",""
"Konya Plain","IrIlkhn","elite status is hereditary","1","","","","simple","simple",""
"Susiana","IrIlkhn","elite status is hereditary","1","","","","simple","simple",""
"Susiana","IrAkKoy","Polity territory","1800000","","1500","","complex","simple","simple"
"Macrostates MidEast","IrAkKoy","Polity territory","1800000","","1500","","complex","simple","simple"
"Susiana","IrAkKoy","Administrative levels","3","","1339","1398","complex","simple","range"
"Susiana","IrAkKoy","Administrative levels","4","","1339","1470","complex","simple","range"
"Susiana","IrAkKoy","Administrative levels","5","","1471","1501","complex","simple","range"
"Macrostates MidEast","IrAkKoy","Administrative levels","3","","1339","1398","complex","simple","range"
"Macrostates MidEast","IrAkKoy","Administrative levels","4","","1339","1470","complex","simple","range"
"Macrostates MidEast","IrAkKoy","Administrative levels","5","","1471","1501","complex","simple","range"
"Susiana","IrAkKoy","Military levels","6","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Military levels","6","","","","simple","simple",""
"Susiana","IrAkKoy","Religious levels","1","3","","","complex","range",""
"Macrostates MidEast","IrAkKoy","Religious levels","1","3","","","complex","range",""
"Susiana","IrAkKoy","Settlement hierarchy","3","5","","","complex","range",""
"Macrostates MidEast","IrAkKoy","Settlement hierarchy","3","5","","","complex","range",""
"Susiana","IrAkKoy","Professional military officers","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Professional military officers","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Professional soldiers","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Professional soldiers","1","","","","simple","simple",""
"Susiana","IrAkKoy","Professional priesthood","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Professional priesthood","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Full-time bureaucrats","0","","1339","1397","complex","simple","range"
"Susiana","IrAkKoy","Full-time bureaucrats","0.9","","1398","1501","complex","simple","range"
"Macrostates MidEast","IrAkKoy","Full-time bureaucrats","0","","1339","1397","complex","simple","range"
"Macrostates MidEast","IrAkKoy","Full-time bureaucrats","0.9","","1398","1501","complex","simple","range"
"Susiana","IrAkKoy","Examination system","0.1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Examination system","0.1","","","","simple","simple",""
"Susiana","IrAkKoy","Merit promotion","0.1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Merit promotion","0.1","","","","simple","simple",""
"Susiana","IrAkKoy","Specialized government buildings","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Specialized government buildings","1","","","","simple","simple",""
"Susiana","IrAkKoy","Formal legal code","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Formal legal code","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Judges","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Judges","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","irrigation systems","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","irrigation systems","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","markets","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","markets","1","","","","simple","simple",""
"Susiana","IrAkKoy","Roads","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Roads","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Bridges","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Bridges","1","","","","simple","simple",""
"Susiana","IrAkKoy","Canals","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Canals","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Ports","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Ports","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Mines or quarries","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Mines or quarries","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Couriers","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Couriers","1","","","","simple","simple",""
"Susiana","IrAkKoy","Postal stations","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Postal stations","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","General postal service","0.1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","General postal service","0.1","","","","simple","simple",""
"Susiana","IrAkKoy","Mnemonic devices","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Mnemonic devices","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Nonwritten records","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Nonwritten records","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Written records","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Written records","1","","","","simple","simple",""
"Susiana","IrAkKoy","Script","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Script","1","","","","simple","simple",""
"Susiana","IrAkKoy","Non-phonetic writing","0","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Non-phonetic writing","0","","","","simple","simple",""
"Susiana","IrAkKoy","Phonetic alphabetic writing","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Phonetic alphabetic writing","1","","","","simple","simple",""
"Susiana","IrAkKoy","Lists tables and classifications","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Lists tables and classifications","1","","","","simple","simple",""
"Susiana","IrAkKoy","Calendar","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Calendar","1","","","","simple","simple",""
"Susiana","IrAkKoy","Sacred Texts","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Sacred Texts","1","","","","simple","simple",""
"Susiana","IrAkKoy","Religious literature","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Religious literature","1","","","","simple","simple",""
"Susiana","IrAkKoy","Practical literature","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Practical literature","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","History","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","History","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Philosophy","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Philosophy","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Scientific literature","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Scientific literature","1","","","","simple","simple",""
"Susiana","IrAkKoy","Fiction","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Fiction","1","","","","simple","simple",""
"Susiana","IrAkKoy","Articles","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Articles","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Tokens","0.1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Tokens","0.1","","","","simple","simple",""
"Susiana","IrAkKoy","Precious metals","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Precious metals","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Foreign coins","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Foreign coins","0.9","","","","simple","simple",""
"Susiana","IrAkKoy","Indigenous coins","1","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Indigenous coins","1","","","","simple","simple",""
"Susiana","IrAkKoy","Paper currency","0","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","Paper currency","0","","","","simple","simple",""
"Susiana","IrAkKoy","elite status is hereditary","0.9","","","","simple","simple",""
"Macrostates MidEast","IrAkKoy","elite status is hereditary","0.9","","","","simple","simple",""
"Susiana","IrSafvd","Polity Population","9000000","","","","simple","simple",""
"Susiana","IrSafvd","Polity territory","2700000","","","","simple","simple",""
"Susiana","IrSafvd","Population of the largest settlement","200000","","","","simple","simple",""
"Susiana","IrSafvd","Administrative levels","6","","","","simple","simple",""
"Susiana","IrSafvd","Military levels","6","7","","","complex","range",""
"Susiana","IrSafvd","Religious levels","5","6","","","complex","range",""
"Susiana","IrSafvd","Settlement hierarchy","4","5","","","complex","range",""
"Susiana","IrSafvd","Professional military officers","1","","","","simple","simple",""
"Susiana","IrSafvd","Professional soldiers","1","","","","simple","simple",""
"Susiana","IrSafvd","Professional priesthood","1","","","","simple","simple",""
"Susiana","IrSafvd","Full-time bureaucrats","1","","","","simple","simple",""
"Susiana","IrSafvd","Examination system","0","","","","simple","simple",""
"Susiana","IrSafvd","Merit promotion","0","","","","simple","simple",""
"Susiana","IrSafvd","Specialized government buildings","1","","","","simple","simple",""
"Susiana","IrSafvd","Courts","1","","","","simple","simple",""
"Susiana","IrSafvd","Formal legal code","1","","","","simple","simple",""
"Susiana","IrSafvd","Judges","1","","","","simple","simple",""
"Susiana","IrSafvd","Professional Lawyers","0.9","","","","simple","simple",""
"Susiana","IrSafvd","irrigation systems","0.9","","","","simple","simple",""
"Susiana","IrSafvd","drinking water supply systems","1","","","","simple","simple",""
"Susiana","IrSafvd","markets","1","","","","simple","simple",""
"Susiana","IrSafvd","food storage sites","1","","","","simple","simple",""
"Susiana","IrSafvd","Roads","1","","","","simple","simple",""
"Susiana","IrSafvd","Bridges","1","","","","simple","simple",""
"Susiana","IrSafvd","Canals","1","","","","simple","simple",""
"Susiana","IrSafvd","Ports","1","","","","simple","simple",""
"Susiana","IrSafvd","Mines or quarries","1","","","","simple","simple",""
"Susiana","IrSafvd","Couriers","1","","","","simple","simple",""
"Susiana","IrSafvd","Postal stations","0","","","","simple","simple",""
"Susiana","IrSafvd","General postal service","0","","","","simple","simple",""
"Susiana","IrSafvd","Mnemonic devices","0.9","","","","simple","simple",""
"Susiana","IrSafvd","Nonwritten records","1","","","","simple","simple",""
"Susiana","IrSafvd","Written records","1","","","","simple","simple",""
"Susiana","IrSafvd","Script","1","","","","simple","simple",""
"Susiana","IrSafvd","Non-phonetic writing","0","","","","simple","simple",""
"Susiana","IrSafvd","Phonetic alphabetic writing","1","","","","simple","simple",""
"Susiana","IrSafvd","Lists tables and classifications","1","","","","simple","simple",""
"Susiana","IrSafvd","Calendar","1","","","","simple","simple",""
"Susiana","IrSafvd","Sacred Texts","1","","","","simple","simple",""
"Susiana","IrSafvd","Religious literature","1","","","","simple","simple",""
"Susiana","IrSafvd","Practical literature","1","","","","simple","simple",""
"Susiana","IrSafvd","History","1","","","","simple","simple",""
"Susiana","IrSafvd","Philosophy","1","","","","simple","simple",""
"Susiana","IrSafvd","Scientific literature","1","","","","simple","simple",""
"Susiana","IrSafvd","Fiction","1","","","","simple","simple",""
"Susiana","IrSafvd","Articles","1","","","","simple","simple",""
"Susiana","IrSafvd","Precious metals","0.9","","","","simple","simple",""
"Susiana","IrSafvd","Foreign coins","1","","","","simple","simple",""
