,NGA,Temperoculture,Period_start,Period_end,Capital,Degree of centralization,Duration,Language,Linguistic family,Original name,Peak Date,succeeding (quasi)polity,Supra-polity relations,UTM zone,High Gods (creator gods),supernatural enforcement of fairness,supernatural enforcement of human reciprocity,supernatural enforcement of in-group loyalty,Name of Official Cult,Name of other significant religious or ideological systems,Examination system,Full-time bureaucrats,Merit promotion,Source of support,Specialized government buildings,Calendar,Fiction,History,Lists tables and classifications,Non-phonetic alphabetic writing,Philosophy,Phonetic alphabetic writing,Practical literature,Religious literature,Sacred Texts,Scientific literature,Script,Time,Written records,Courts,Formal legal code,Judges,Professional Lawyers,Couriers,Debt and credit structures,Foreign coins,General postal service,Indigenous coins,Paper currency,Postal stations,Precious metals,Store of wealth,Tokens,Professional military officers,Professional priesthood,Professional soldiers,Bridges,Burial site,Canals,Ceremonial site,drinking water supply systems,Enclosures,Entertainment buildings,irrigation systems,Knowledge/information buildings,markets,Mines or quarries,Ports,Roads,Special purpose house,Special purpose sites,Symbolic building,Trading emporia,Utilitarian public buildings,Polity Population,preceding (quasi)polity,relationship to preceding (quasi)polity,Description of the Normative Ideology,Largest scale collective ritual of the official cult_Frequency for the audience,Largest scale collective ritual of the official cult_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual_Frequency for the audience,Most dysphoric collective ritual_Frequency for the ritual specialist,Most dysphoric collective ritual_Frequency per participant,Most euphoric collective ritual of the official cult_Frequency for the audience,Most euphoric collective ritual of the official cult_Frequency for the ritual specialist,Most euphoric collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Frequency for the audience,Most frequent collective ritual of the official cult_Frequency for the ritual specialist,Most frequent collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Frequency for the audience,Most widespread collective ritual of the official cult_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_Frequency per participant,Non-phonetic writing,Nonwritten records,Articles,Fastest individual communication,Polity territory,Communal buildings,extent,food storage sites,height,Largest scale collective ritual of the official cult_Name,Most dysphoric collective ritual_Name,Most euphoric collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_0_Frequency for the audience,Most widespread collective ritual of the official cult_0_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_0_Frequency per participant,Most widespread collective ritual of the official cult_0_Name,Administrative levels,Military levels,Religious levels,Settlement hierarchy,Area,Geometrical,Length,Volume,Weight,Population of the largest settlement,Largest communication distance,Symbolic buildings,scale of supra-cultural interaction,Supracultural entity,Mnemonic devices,Other site,Other,Occupational complexity,cost,Written records_1,Largest scale collective ritual of the official cult_0_Frequency for the audience,Largest scale collective ritual of the official cult_0_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_0_Frequency per participant,Largest scale collective ritual of the official cult_0_Name,Creator Gods,Most dysphoric ritual_Frequency for the audience,Most dysphoric ritual_Frequency for the ritual specialist,Most dysphoric ritual_Frequency per participant,Most dysphoric ritual_Name,Most euphoric collective ritual_Frequency for the audience,Most euphoric collective ritual_Frequency for the ritual specialist,Most euphoric collective ritual_Frequency per participant,Most euphoric collective ritual_Name,Non written records,Drinking water supply systems,Food storage sites,Markets,Non-phonetic  writing,Irrigation systems,Name_1,succeeding (quasi) polity,Professional lawyers,Philosophy_1,Most dysphoric collective ritual of the official cult_Frequency for the audience,Most dysphoric collective ritual of the official cult_Frequency for the ritual specialist,Most dysphoric collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual of the official cult_Name,Frequency for the participants,Population of the largest settlement_1,Original name_1,Time_1,Linguistic Family,Religious Tradition,Religion-Family,Religion-Sect
846,Orkhon Valley,MnMongL-4,1580.0,1589.0,Karakorum,nominal,1368-1690 CE,Khalkha,Altaic,Late Mongols,,Zungharian Empire,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.1,,,1.0,,,,,Mongol Empire,Continuity,,not applicable,yearly,yearly,not applicable,not applicable,,not applicable,,,daily,daily,daily,divination,daily,daily,daily,0.0,1.0,1.0,,2500000,1.0,,,,Great Quriltai,blood brotherhood ritual,drinking gatherings,divination,,,,,3,4,3,2,1.0,1.0,1.0,1.0,1.0,,1600,1.0,,Mongols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Orkhon Valley,MnMongL-5,1589.0,1599.0,Karakorum,nominal,1368-1690 CE,Khalkha,Altaic,Late Mongols,,Zungharian Empire,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.1,,,1.0,,,,,Mongol Empire,Continuity,,not applicable,yearly,yearly,not applicable,not applicable,,not applicable,,,daily,daily,daily,divination,daily,daily,daily,0.0,1.0,1.0,,2500000,1.0,,,,Great Quriltai,blood brotherhood ritual,drinking gatherings,divination,,,,,3,4,3,2,1.0,1.0,1.0,1.0,1.0,,1600,1.0,,Mongols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Orkhon Valley,MnMongL-6,1599.0,1688.0,Karakorum,nominal,1368-1690 CE,Khalkha,Altaic,Late Mongols,,Zungharian Empire,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.1,,,1.0,,,,30000,Mongol Empire,Continuity,,not applicable,yearly,yearly,not applicable,not applicable,,not applicable,,,daily,daily,daily,divination,daily,daily,daily,0.0,1.0,1.0,,2500000,1.0,,,,Great Quriltai,blood brotherhood ritual,drinking gatherings,divination,,,,,3,4,3,2,1.0,1.0,1.0,1.0,1.0,,1600,1.0,,Mongols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Orkhon Valley,MnMongL-7,1688.0,1689.0,Karakorum,nominal,1368-1690 CE,Khalkha,Altaic,Late Mongols,,Zungharian Empire,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,0.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,0.1,,,1.0,,,,30000,Mongol Empire,Continuity,,not applicable,yearly,yearly,not applicable,not applicable,,not applicable,,,daily,daily,daily,divination,daily,daily,daily,0.0,1.0,1.0,,2500000,1.0,,,,Great Quriltai,blood brotherhood ritual,drinking gatherings,divination,,,,,3,4,3,2,1.0,1.0,1.0,1.0,1.0,,1600,1.0,,Mongols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Orkhon Valley,MnRourn-1,299.0,498.0,Mumocheng,confederated state,300-555 CE,Rouran,Mongolic,Rouran Khaganate,402-429 CE,First Turk Khaganate,,,,,,,Buddhism,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.1,1.0,0.1,,0.1,,0.1,0.1,,0.0,,0.0,1.0,,,1.0,500000,Xianbei confederation,continuity,,,,,,,,,,,,,,,,,,0.1,1.0,1.0,,4000000,0.0,,0.0,,,blood brotherhood ritual,,,,,,,4,4,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Orkhon Valley,MnRourn-2,498.0,499.0,Mumocheng,confederated state,300-555 CE,Rouran,Mongolic,Rouran Khaganate,402-429 CE,First Turk Khaganate,,,,,,,Buddhism,,0.0,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.1,1.0,0.1,,0.1,,0.1,0.1,,0.0,,0.0,1.0,,,1.0,500000,Xianbei confederation,continuity,,,,,,,,,,,,,,,,,,0.1,1.0,1.0,,4000000,0.0,,0.0,,,blood brotherhood ritual,,,,,,,4,4,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Orkhon Valley,MnRourn-3,499.0,550.0,Mumocheng,confederated state,300-555 CE,Rouran,Mongolic,Rouran Khaganate,402-429 CE,First Turk Khaganate,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,0.1,0.1,,0.1,1.0,0.0,0.1,1.0,,0.1,0.1,1.0,1.0,1.0,0.1,1.0,,1.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.1,1.0,0.1,,0.1,,0.1,0.1,,0.0,,1.0,1.0,,,1.0,500000,Xianbei confederation,continuity,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,4000000,1.0,,1.0,,,blood brotherhood ritual,,,,,,,4,4,2,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Orkhon Valley,MnRourn-4,550.0,554.0,Mumocheng,confederated state,300-555 CE,Rouran,Mongolic,Rouran Khaganate,402-429 CE,First Turk Khaganate,,,inactive,1.0,1.0,0.1,Buddhism,,0.0,0.1,0.1,,0.1,1.0,0.0,0.1,1.0,,0.1,0.1,1.0,1.0,1.0,0.1,1.0,,1.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.1,1.0,0.1,,0.1,,0.1,0.1,,0.0,,1.0,1.0,,,1.0,500000,Xianbei confederation,continuity,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,4000000,1.0,,1.0,,,blood brotherhood ritual,,,,,,,4,4,2,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Orkhon Valley,MnShiwe-1,599.0,999.0,,quasipolity,600-1000 CE,,Manchu-Tungusic,Shiwei,,Khitans,,48 T,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Eastern Turk Khaganate,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Orkhon Valley,MnTurk1-1,551.0,581.0,none,confederated state,552-582 CE,Sogdian,Oghuz,First Turk Khaganate,,Eastern Turk Khaganate,alliance,48 T,,,,,,,0.1,1.0,0.1,,,1.0,,0.1,1.0,,0.1,1.0,,1.0,,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,1.0,0.0,1.0,0.1,0.0,0.0,,0.0,0.0,0.0,,1.0,0.1,,1.0,0.1,1.0,0.1,1.0,0.1,0.1,,0.1,1.0,0.0,,1.0,1.0,,,,700000,Rouran Khaganate,cultural assimilation,,not applicable,yearly,yearly,,,,,,,,,,,,,,0.0,1.0,1.0,,6000000,1.0,,,,annual gathering,blood brotherhood ritual,shamanic purification ritual,,,,,,4,3,2,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Orkhon Valley,MnTurk2-1,681.0,743.0,none,confederated state,682-744 CE,Old Turkic,Oghuz,Second Turk Khaganate,691-716 CE,Uighur Khaganate,alliance,48 T,active,1.0,1.0,0.1,Turkish Religion,,0.1,1.0,0.1,,1.0,1.0,,1.0,1.0,,0.1,1.0,1.0,1.0,,0.1,1.0,,1.0,0.1,,0.1,0.1,1.0,0.0,1.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,0.1,1.0,0.1,1.0,0.1,0.1,,,1.0,0.0,,1.0,1.0,,,1.0,400000,Tang Dynasty,cultural assimilation,,not applicable,yearly,yearly,,,,,,,,,,,,,,0.0,1.0,1.0,,3000000,1.0,,1.0,,annual gathering,blood brotherhood ritual,shamanic purification ritual,,,,,,4,3,2,2,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Orkhon Valley,MnUigur-1,744.0,839.0,Ordu Balik,confederated state,745-840 CE,Old Turkic,Oghuz,Uigur Khaganate,,Khitans,personal union,48T,moralizing,1.0,1.0,1.0,,,0.1,0.0,0.1,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,0.1,,0.1,0.1,1.0,1.0,1.0,0.1,0.0,0.0,,1.0,0.1,1.0,0.1,1.0,0.1,,1.0,0.1,1.0,0.1,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,,,1.0,400000,Second Turk Khaganate,continuity,,not applicable,yearly,yearly,not applicable,seasonally,,not applicable,yearly,yearly,not applicable,weekly,weekly,Sunday worship,not applicable,weekly,weekly,0.0,1.0,1.0,,2000000,1.0,,1.0,,bema,Yimki celebrations,bema,Sunday worship,,,,,4,5,3,3,,,,,,,,1.0,,Turko-Sogdian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,seasonally,,,,,,,
858,Orkhon Valley,MnXianb-1,99.0,228.0,none,loose,100-250 CE,Xianbei,Proto-Mongolic,Xianbei Confederation,155 CE,Rouran Khaganate,,48 T,,,,,,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,1000000,Donghu,cultural assimilation,,,,,,,,,,,,,,,,,,0.1,1.0,1.0,,15000000,,,,,,blood brotherhood ritual,,,,,,,3,5,1,,,,,,,,,0.1,,proto-Mongolian Donghu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Orkhon Valley,MnXianb-2,228.0,229.0,none,loose,100-250 CE,Xianbei,Proto-Mongolic,Xianbei Confederation,155 CE,Rouran Khaganate,,48 T,,,,,,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,1000000,Donghu,cultural assimilation,,,,,,,,,,,,,,,,,,0.1,1.0,1.0,,15000000,,,,,,blood brotherhood ritual,,,,,,,3,5,1,,,,,,,,,0.1,,proto-Mongolian Donghu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Orkhon Valley,MnXianb-3,229.0,249.0,none,loose,100-250 CE,Xianbei,Proto-Mongolic,Xianbei Confederation,155 CE,Rouran Khaganate,,48 T,,,,,,,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,1.0,,0.1,0.1,0.1,0.1,0.1,0.1,1.0,,1.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,1000000,Donghu,cultural assimilation,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,15000000,,,,,,blood brotherhood ritual,,,,,,,3,5,1,,,,,,,,,0.1,,proto-Mongolian Donghu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Orkhon Valley,MnXngnE-1,-1400.0,-500.0,,,1400-300 BCE,Xiongnu,Turkic,Early Xiongnu,,Xiongnu Imperial Confederation,,,,,,,,,0.1,0.1,0.1,state salary,,0.1,0.1,0.1,0.1,,0.1,0.0,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,0.1,0.1,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,25000,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,350000,,,,,,blood brotherhood ritual,,,,,,,2,3,1,1,,,,,,,,0.1,,Early Nomadic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Orkhon Valley,MnXngnE-2,-500.0,-400.0,,,1400-300 BCE,Xiongnu,Turkic,Early Xiongnu,,Xiongnu Imperial Confederation,,,,,,,,,0.1,0.1,0.1,state salary,,0.1,0.1,0.1,0.1,,0.1,0.0,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,0.1,0.1,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,25000,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,350000,,,,,,blood brotherhood ritual,,,,,,,2,3,1,1,,,,,,,,0.1,,Early Nomadic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Orkhon Valley,MnXngnE-3,-400.0,-300.0,,,1400-300 BCE,Xiongnu,Turkic,Early Xiongnu,,Xiongnu Imperial Confederation,,,,,,,,,0.1,0.1,0.1,state salary,,0.1,0.1,0.1,0.1,,0.1,0.0,0.1,0.1,0.1,0.1,0.1,,0.1,0.1,,0.1,0.1,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,,1.0,,,,50000,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,700000,,,,,,blood brotherhood ritual,,,,,,,2,3,1,1,,,,,,,,0.1,,Early Nomadic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Orkhon Valley,MnXngnL-1,-60.0,99.0,,confederated state,60 BCE - 100 CE,Xiongnu,Turkic,Late Xiongnu,,Xianbei Confederation,,,,,,,,,0.1,1.0,0.1,governed population,1.0,,0.1,0.1,,,0.1,1.0,0.1,0.1,,0.1,0.0,,0.0,0.1,1.0,0.1,0.1,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,1.0,1.0,,1.0,,1000000,Xiongnu Imperial Confederation,continuity,,seasonally,seasonally,seasonally,,,,seasonally,seasonally,seasonally,,,,,,,,0.0,1.0,1.0,,3000000,1.0,,,,thrice-yearly gathering,blood brotherhood ritual,thrice-yearly gathering,,,,,,3,6,1,2,,,,,,3000,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Orkhon Valley,MnXngnM-1,-209.0,-60.0,none,confederated state,209-60 BCE,Xiongnu,Turkic,Xiongnu Imperial Confederation,,Late Xiongnu,,48 T,,,,,,,,1.0,0.1,governed population,1.0,,0.1,0.1,,,0.1,1.0,0.1,0.1,,0.1,0.0,,0.0,0.1,1.0,0.1,0.1,,0.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,0.1,,0.1,0.0,0.1,0.1,,0.0,0.1,1.0,1.0,,1.0,,1500000,Early Xiongnu,continuity,,seasonally,seasonally,seasonally,,,,seasonally,seasonally,seasonally,,,,,,,,0.0,1.0,1.0,,4000000,1.0,,,,thrice-yearly gathering,blood brotherhood ritual,thrice-yearly gathering,,,,,,3,6,1,2,,,,,,3000,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Orkhon Valley,MnZungh-1,1669.0,1699.0,,confederated state,1670-1757 CE,Oirat,Mongolic,Zungharian Empire,1679-1745 CE,Qing,none,45 T,inactive,1.0,1.0,0.1,Buddhism,,0.1,1.0,0.1,governed population,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,,600000,Khalkhas,cultural assimilation,,yearly,yearly,yearly,not applicable,not applicable,,yearly,yearly,yearly,monthly,monthly,yearly,yorool and magtaal,daily,daily,daily,,1.0,1.0,,,1.0,,1.0,,summer festival,blood brotherhood ritual,summer festival,divination,,,,,5,3,1,2,1.0,1.0,1.0,1.0,1.0,,,1.0,,Oirats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Orkhon Valley,MnZungh-2,1699.0,1756.0,,confederated state,1670-1757 CE,Oirat,Mongolic,Zungharian Empire,1679-1745 CE,Qing,none,45 T,inactive,1.0,1.0,0.1,Buddhism,,0.1,1.0,0.1,governed population,,,,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,1.0,0.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.1,1.0,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,,600000,Khalkhas,cultural assimilation,,yearly,yearly,yearly,not applicable,not applicable,,yearly,yearly,yearly,monthly,monthly,yearly,yorool and magtaal,daily,daily,daily,,1.0,1.0,,170000,1.0,,1.0,,summer festival,blood brotherhood ritual,summer festival,divination,,,,,5,3,1,2,1.0,1.0,1.0,1.0,1.0,,1000,1.0,,Oirats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Oro PNG,OroEarlyColonial-1,1883.0,1941.0,Port Moresby,loose,1884-1942 CE,Orokaiva,Papuan Languages,Orokaiva,1921-1942 CE,Independent State of Papua New Guinea,vassalage,55 L,,,,,,,,1.0,,state salary,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,9000,Orokaiva Tribes,elite migration,,monthly,monthly,monthly,yearly,yearly,once in a lifetime,yearly,yearly,yearly,monthly,monthly,monthly,Kasamba,,,,,1.0,1.0,,22800,1.0,,0.0,,Kekesi cult rites,Embahi separation ceremony,,,,,,,2,3,2,1,,0.1,,,,600,150,0.0,940000,Melanesia,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Oro PNG,OroPreColonial-1,1733.0,1882.0,none,quasi-polity,1734-1883 CE,Orokaiva,Papuan Languages,Orokaiva,,Australian Mandate,none,55 L,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,Orokaiva Tribes,continuity,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.0,,,,,,,,,,2,3,1,1,,0.0,,,,600,,0.0,940000,Melanesia,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Oro PNG,PgOrokE-1,1733.0,1882.0,none,quasi-polity,1734-1883 CE,Orokaiva,Papuan Languages,Orokaiva,,Australian Mandate,none,55 L,0.0,,0.1,0.1,Orokaiva Religion,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,Orokaiva Tribes,continuity,,yearly,yearly,yearly,once per generation,once per generation,once in a lifetime,not applicable,,,,,,,once per generation,once per generation,once in a lifetime,,1.0,1.0,,,1.0,,0.0,,Pig Feast,Embahi separation ceremony,Raiding Feast,Embahi separation ceremony,,,,,2,3,1,1,,0.0,,,,600,,0.0,940000,Melanesia,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Oro PNG,PgOrokL-1,1883.0,1919.0,Port Moresby,loose,1884-1942 CE,Orokaiva,Papuan Languages,Orokaiva,1921-1942 CE,Independent State of Papua New Guinea,vassalage,55 L,0.0,,0.1,0.1,Orokaiva Religion,,0.0,1.0,0.0,state salary,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,0.0,1.0,9000,Orokaiva Tribes,elite migration,,seasonally,seasonally,seasonally,once per generation,once per generation,once in a lifetime,,seasonally,seasonally,seasonally,seasonally,seasonally,Kasamba,once per generation,once per generation,once in a lifetime,,1.0,1.0,,22800,1.0,,0.0,,Kekesi cult rites,Embahi separation ceremony,taro medicine ritual,Embahi separation ceremony,,,,,2,3,2,1,,0.1,,,,600,150,0.0,940000,Melanesia,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
