Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
InChaKl+1200,['Deccan'],Western Chalukya Empire,1200,1300,7500000,600000,125000,5,5,5,3,634,,,1,1,1,0.1,,,1,1,1,1,,1,0.1,1,1,,1,1,1,1,1,,1,,,,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,0.1,1,1,,,0.1,,1,1100,['43P'],['South Asia'],Kalyana,unitary state,Sanskrit,Indo-Iranian,Rashtrakuta Empire,continuity,Hoysalas,,,none,inactive,1,1,,Hinduism,large-scale festival,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,6.8750612633917,5.77815125038364,5.09691001300806,4.33333333333333,0.736363636363636,0.566666666666667,4,1,5,InChaKl,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",84.3189698131966,0.432613397405418,0,73.137254832714,0.363590308127326,0,60.3011932750414,0.320723186677366,0,48,0.272675105515881,0,8.37272727272727,0.046335699748503,0,8.98888888888889,0.035657513798231,0,48,0.251700097399275,0,10.1111111111111,0.062925024349819,0,58,0.314625121749093,0
InVijay+1400,['Deccan'],Vijayanagara Empire,1400,1500,25000000,350000,100000,5,5,1,3,,,1,1,1,1,0.1,,state salary,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,35,12,1,1,1,,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,1522,['43P'],['South Asia'],Chandraigiri,nominal,Kannada,Dravidian,The Delhi Sultanate,cultural assimilation,Kingdom of Mysore,,,none,inactive,1,1,,Hinduism,Dasara,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,7.39794000867204,5.54406804435028,5,3,0.827272727272727,0.888888888888889,4,0.888888888888889,5,InVijay,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",91.1940310765883,0.487809768826318,0,78.9154060830977,0.365568056499737,0,65.3981032880495,0.329692974162061,0,52.3333333333333,0.197815784497237,0,9.10909090909091,0.054549201179541,0,9.55555555555556,0.058612084295478,0,52,0.263754379329649,0,11.1111111111111,0.058612084295478,0,63,0.329692974162061,0
InVijay+1500,['Deccan'],Vijayanagara Empire,1500,1600,25000000,350000,150000,5,5,1,3,,,1,1,1,1,0.1,,state salary,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,35,12,1,1,1,,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,1522,['43P'],['South Asia'],Chandraigiri,nominal,Kannada,Dravidian,The Delhi Sultanate,cultural assimilation,Kingdom of Mysore,,,none,inactive,1,1,,Hinduism,Dasara,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,7.39794000867204,5.54406804435028,5.17609125905568,3,0.827272727272727,0.888888888888889,4,0.888888888888889,5,InVijay,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",98.5919710852604,0.404108791227516,0,84.459474127448,0.302841957796256,0,70.3981032880495,0.282741409031211,0,55.3333333333333,0.16387350698457,0,9.93636363636364,0.045189361016957,0,10.4444444444444,0.048555113180613,0,56,0.21849800931276,0,12,0.048555113180613,0,68,0.27312251164095,0
InVijay+1600,['Deccan'],Vijayanagara Empire,1600,1700,25000000,350000,150000,5,5,1,3,,,1,1,1,1,0.1,,state salary,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,35,12,1,1,1,,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,1522,['43P'],['South Asia'],Chandraigiri,nominal,Kannada,Dravidian,The Delhi Sultanate,cultural assimilation,Kingdom of Mysore,,,none,inactive,1,1,,Hinduism,Dasara,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,7.39794000867204,5.54406804435028,5.17609125905568,3,0.827272727272727,0.888888888888889,4,0.888888888888889,5,InVijay,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",105.989911093932,0.519179049653651,0,90.0035421717982,0.389076415205702,0,75.5741945471051,0.363252221246315,0,58.3333333333333,0.210536601693873,0,10.7636363636364,0.058057062891341,0,11.3333333333333,0.062381215316703,0,60,0.280715468925164,0,12.8888888888889,0.062381215316703,0,73,0.350894336156455,0
InVijay+1700,['Deccan'],Vijayanagara Empire,1700,1800,25000000,350000,150000,5,5,1,3,,,1,1,1,1,0.1,,state salary,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,35,12,1,1,1,,1,1,,1,,1,1,,1,1,1,1,1,1,1,,0,1,1,1,1,1,,1,1,1,1,1,1,1,0.1,1,1,,,,,1,1522,['43P'],['South Asia'],Chandraigiri,nominal,Kannada,Dravidian,The Delhi Sultanate,cultural assimilation,Kingdom of Mysore,,,none,inactive,1,1,,Hinduism,Dasara,yearly,yearly,yearly,,,,,Spring Festival,not applicable,yearly,yearly,puja,not applicable,daily,daily,puja,not applicable,daily,daily,Jainism,7.39794000867204,5.54406804435028,5.17609125905568,3,0.827272727272727,0.888888888888889,4,0.888888888888889,5,InVijay,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",113.387851102604,0.449615465896182,0,95.5476102161485,0.336944978439766,0,80.7502858061608,0.31458090768963,0,61.3333333333333,0.182327295991505,0,11.5909090909091,0.050278133137052,0,12.2222222222222,0.054022902516002,0,64,0.243103061322007,0,13.7777777777778,0.054022902516002,0,78,0.303878826652509,0
PreColonialFingerLakes+1600,['Finger Lakes'],Haudenosaunee Confederacy,1600,1700,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,3.90003327145173,3.74036268949424,0,5.21344264609146,5,0,3.6255544469973,3.47712125471966,0,2.08537705843658,2,0,0.094789866292572,0.090909090909091,0,0,0,0,2.08537705843658,2,0,0,0,0,2.08537705843658,2
UsIroqE+1600,['Finger Lakes'],Haudenosaunee Confederacy,1600,1700,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,UsIroqE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,3.90003327145173,3.74036268949424,0,5.21344264609146,5,0,3.6255544469973,3.47712125471966,0,2.08537705843658,2,0,0.094789866292572,0.090909090909091,0,0,0,0,2.08537705843658,2,0,0,0,0,2.08537705843658,2
PreColonialFingerLakes+1700,['Finger Lakes'],Haudenosaunee Confederacy,1700,1800,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",3.74036268949424,3.91813077332086,3.74036268949424,5,5.23763482125132,5,3.47712125471966,3.64237827228656,3.47712125471966,2,2.09505392850053,2,0.090909090909091,0.095229724022751,0.090909090909091,0,0,0,2,2.09505392850053,2,0,0,0,2,2.09505392850053,2
UsIroqE+1700,['Finger Lakes'],Haudenosaunee Confederacy,1700,1800,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,none,0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,UsIroqE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,3.91813077332086,3.74036268949424,0,5.23763482125132,5,0,3.64237827228656,3.47712125471966,0,2.09505392850053,2,0,0.095229724022751,0.090909090909091,0,0,0,0,2.09505392850053,2,0,0,0,0,2.09505392850053,2
IrEarlyColonial+1800,['Finger Lakes'],Haudenosaunee Confederacy,1800,1900,12000,100000,3000,3,3,2,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,,0,0,1,1738,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,,,,,,Six nations convention,yearly,yearly,yearly,Funeral,once per generation,annually,once in a lifetime,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.07918124604763,5,3.47712125471966,2.33333333333333,0.090909090909091,0,2,0,6,IrEarlyColonial,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",7.48072537898849,12.2430595030556,12.2375437381429,10,15.0067608725624,15,6.95424250943933,10.4360654388964,10.431363764159,4,7.00315507386246,7,0.181818181818182,0.272850197682953,0.272727272727273,0,0,0,4,6.00270434902497,6,0,0,0,4,18.0081130470749,18
PreColonialFingerLakes+1800,['Finger Lakes'],Haudenosaunee Confederacy,1800,1900,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,PreColonialFingerLakes,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11.2261456915789,11.2210880684827,0,15.0067608725624,15,0,10.4360654388964,10.431363764159,0,6.00270434902497,6,0,0.272850197682953,0.272727272727273,0,0,0,0,6.00270434902497,6,0,0,0,0,6.00270434902497,6
UsIroqE+1800,['Finger Lakes'],Haudenosaunee Confederacy,1800,1900,5500,100000,3000,3,3,1,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,0,1,1674,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,Iroquois Confederacy,Eastern Woodlands,,alliance,0,,,,Iroquois Religion,League Councils,yearly,,yearly,Funeral,once per generation,yearly,once per generation,War Dance,seasonally,seasonally,once per generation,Healing Ritual,,,,Green Corn Festival,not applicable,yearly,yearly,,3.74036268949424,5,3.47712125471966,2,0.090909090909091,0,2,0,2,UsIroqE,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11.2261456915789,11.2210880684827,0,15.0067608725624,15,0,10.4360654388964,10.431363764159,0,6.00270434902497,6,0,0.272850197682953,0.272727272727273,0,0,0,0,6.00270434902497,6,0,0,0,0,6.00270434902497,6
UsIroqL+1800,['Finger Lakes'],Haudenosaunee Confederacy,1800,1900,12000,100000,3000,3,3,2,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,,0,0,1,1738,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.07918124604763,5,3.47712125471966,2.33333333333333,0.090909090909091,0,2,0,4,UsIroqL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12.2430595030556,12.2375437381429,0,15.0067608725624,15,0,10.4360654388964,10.431363764159,0,7.00315507386246,7,0,0.272850197682953,0.272727272727273,0,0,0,0,6.00270434902497,6,0,0,0,0,12.0054086980499,12
IrEarlyColonial+1900,['Finger Lakes'],Haudenosaunee Confederacy,1900,2000,12000,100000,3000,3,3,2,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,,0,0,1,1738,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,,,,,,Six nations convention,yearly,yearly,yearly,Funeral,once per generation,annually,once in a lifetime,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.07918124604763,5,3.47712125471966,2.33333333333333,0.090909090909091,0,2,0,6,IrEarlyColonial,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",11.5599066250361,4.12606448506683,4.07918124604763,15,5.05746648186402,5,10.431363764159,3.51708483982433,3.47712125471966,6.33333333333333,2.36015102486987,2.33333333333333,0.272727272727273,0.091953936033891,0.090909090909091,0,0,0,6,2.02298659274561,2,0,0,0,10,6.06895977823682,6
UsIroqL+1900,['Finger Lakes'],Haudenosaunee Confederacy,1900,2000,12000,100000,3000,3,3,2,2,,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,,,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,1,,,,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,,0,0,1,1738,['18T'],['North America'],Onondaga,loose,Tuscarora,Iroquois,Iroquois Confederacy,continuity,United States of America,Eastern Woodlands,,nominal allegiance,moralizing,,,1,Iroquois Religion,Six Nations convention,yearly,yearly,yearly,Funeral,once per generation,yearly,once per generation,Tenth-day funerary feast,yearly,yearly,once in a lifetime,,,,,,,,,,4.07918124604763,5,3.47712125471966,2.33333333333333,0.090909090909091,0.111111111111111,4,0.222222222222222,4,UsIroqL,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4.12606448506683,4.07918124604763,0,5.05746648186402,5,0,3.51708483982433,3.47712125471966,0,2.36015102486987,2.33333333333333,0,0.091953936033891,0.090909090909091,0,0.112388144041423,0.111111111111111,0,4.04597318549121,4,0,0.224776288082845,0.222222222222222,0,4.04597318549121,4
ItRomRg-700,['Latium'],Roman Kingdom,-700,-600,20000,1000,4000,3,4,1,2,20,,0,0,1,0,0,0,none,0,0,0,0,1,1,0,1,1,0,1,1,1,0.1,1,1,1,,61,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,1,1,0,0,,1,,,0,0,1,-535,['33T'],['Europe'],Rome,unitary state,Latin,Indo-European,Iron Age Latium,continuity,Early Roman Republic,Hellenistic Civilization,1000000,none,0,,,,Roman Religion,feriae Latinae,not applicable,yearly,yearly,Lemuria,,yearly,yearly,Saturnalia,not applicable,yearly,yearly,sacrifice to Vesta,not applicable,daily,daily,sanctuary rituals (votive offering),not applicable,,,,4.30102999566398,3,3.60205999132796,2.33333333333333,0.181818181818182,0.677777777777778,4,0.555555555555556,4,ItRomRg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.000915792361259,1.075257498916,0,0.000638771895696,0.75,0,0.000766964896358,0.900514997831991,0,0.000496822585542,0.583333333333333,0,3.87134482240281E-05,0.045454545454546,0,0.000144315131991,0.169444444444444,0,0.000851695860929,1,0,0.000118291091796,0.138888888888889,0,0.000851695860929,1
ItRomRg-600,['Latium'],Roman Kingdom,-600,-500,20000,1000,14250,3,4,1,2,20,,0,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,0,1,1,1,0.1,1,1,1,,61,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,1,1,0,0,,1,,,0,0,1,-535,['33T'],['Europe'],Rome,unitary state,Latin,Indo-European,Iron Age Latium,continuity,Early Roman Republic,Hellenistic Civilization,1000000,none,0,,,,Roman Religion,feriae Latinae,not applicable,yearly,yearly,Lemuria,,yearly,yearly,Saturnalia,not applicable,yearly,yearly,sacrifice to Vesta,not applicable,daily,daily,sanctuary rituals (votive offering),not applicable,,,,4.30102999566398,3,4.15381486434453,2.33333333333333,0.272727272727273,0.677777777777778,4,0.555555555555556,4,ItRomRg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",4.30102999566398,0.000522897324688,1.075257498916,3,0.000364724723065,0.75,3.60205999132796,0.000504999658688,1.03845371608613,2.33333333333333,0.000283674784606,0.583333333333333,0.181818181818182,3.31567930059399E-05,0.068181818181818,0.677777777777778,8.24007707666135E-05,0.169444444444444,4,0.000486299630754,1,0.555555555555556,6.75416153824701E-05,0.138888888888889,4,0.000486299630754,1
ItRomER-500,['Latium'],Roman Republic,-500,-400,100000,1000,30000,3,6,4,2,150,,1,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,,,15,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,0,1,-287,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Roman Kingdom,continuity,Middle Roman Republic,Latin States,50000,alliance,0,0,1,1,Roman Religion,Voting for magistrates,yearly,yearly,yearly,Lemuria,,yearly,yearly,Triumph,yearly,yearly,yearly,Auguries,daily,daily,daily,Census,yearly,yearly,yearly,,5,3,4.47712125471966,4,0.363636363636364,0.777777777777778,4,1,5,ItRomER,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",8.60205999132796,5.6211427894796,1.25,6,3.37268567368776,0.75,7.75587485567249,5.03330757171866,1.11928031367992,4.66666666666667,4.49691423158368,1,0.454545454545455,0.408810384689425,0.090909090909091,1.35555555555556,0.874399989474604,0.194444444444444,8,4.49691423158368,1,1.11111111111111,1.12422855789592,0.25,8,5.6211427894796,1.25
ItRomRg-500,['Latium'],Roman Kingdom,-500,-400,20000,1000,14250,3,4,1,2,20,,0,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,0,1,1,1,0.1,1,1,1,,61,,1,1,1,1,1,1,1,1,,1,,1,,1,1,1,1,1,1,,0,1,,1,1,1,,1,1,1,1,1,1,0,0,,1,,,0,0,1,-535,['33T'],['Europe'],Rome,unitary state,Latin,Indo-European,Iron Age Latium,continuity,Early Roman Republic,Hellenistic Civilization,1000000,none,0,,,,Roman Religion,feriae Latinae,not applicable,yearly,yearly,Lemuria,,yearly,yearly,Saturnalia,not applicable,yearly,yearly,sacrifice to Vesta,not applicable,daily,daily,sanctuary rituals (votive offering),not applicable,,,,4.30102999566398,3,4.15381486434453,2.33333333333333,0.272727272727273,0.677777777777778,4,0.555555555555556,4,ItRomRg,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4.83534074949241,1.075257498916,0,3.37268567368776,0.75,0,4.66983729470868,1.03845371608613,0,2.62319996842381,0.583333333333333,0,0.306607788517069,0.068181818181818,0,0.761977133685012,0.169444444444444,0,4.49691423158368,1,0,0.624571421053289,0.138888888888889,0,4.49691423158368,1
ItRomER-400,['Latium'],Roman Republic,-400,-300,150000,1000,30000,3,6,4,2,150,,1,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,,,15,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,0,1,-287,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Roman Kingdom,continuity,Middle Roman Republic,Latin States,50000,alliance,0,0,1,1,Roman Religion,Voting for magistrates,yearly,yearly,yearly,Lemuria,,yearly,yearly,Triumph,yearly,yearly,yearly,Auguries,daily,daily,daily,Census,yearly,yearly,yearly,,5.17609125905568,3,4.47712125471966,4,0.363636363636364,0.777777777777778,4,1,5,ItRomER,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",13.602059991328,0.64301835265016,0,9,0.372685673687758,0,12.2329961103922,0.556186316998992,0,8.66666666666667,0.496914231583677,0,0.818181818181818,0.045174021053062,0,2.13333333333333,0.096622211696826,0,12,0.496914231583677,0,2.11111111111111,0.124228557895919,0,13,0.621142789479596,0
ItRomER-300,['Latium'],Roman Republic,-300,-200,500000,25000,50000,3,6,4,5,150,,1,0,1,0,0,0,none,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,,,15,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,0,0,1,-287,['33T'],['Europe'],Rome,unitary state,Greek,Indo-European,Roman Kingdom,continuity,Middle Roman Republic,Latin States,50000,alliance,0,0,1,1,Roman Religion,Voting for magistrates,yearly,yearly,yearly,Lemuria,,yearly,yearly,Triumph,yearly,yearly,yearly,Auguries,daily,daily,daily,Census,yearly,yearly,yearly,,5.69897000433602,4.39794000867204,4.69897000433602,5,0.363636363636364,0.777777777777778,4,1,5,ItRomER,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",18.7781512503836,1.41764045671201,28.4948500216801,12,1.09400429862629,21.9897000433602,16.7101173651118,1.16888665459805,23.4948500216801,12.6666666666667,1.24376901056982,25,1.18181818181818,0.090455928041441,1.81818181818182,2.91111111111111,0.193475179421971,3.88888888888889,16,0.995015208455853,20,3.11111111111111,0.248753802113963,5,18,1.24376901056982,25
