,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
1598,TrNeoER-8700,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8700,-8600,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1599,TrNeoER-8600,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8600,-8500,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1600,TrNeoER-8500,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8500,-8400,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1601,TrNeoER-8400,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8400,-8300,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1602,TrNeoER-8300,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8300,-8200,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1603,TrNeoER-8200,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8200,-8100,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1604,TrNeoER-8100,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8100,-8000,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1605,TrNeoER-8000,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-8000,-7900,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1606,TrNeoER-7900,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7900,-7800,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.7394433454992311,0.0,0.0,0.0,0.0,0.0,0.020540092930534194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1607,TrNeoER-7800,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7800,-7700,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,8.980642615521238e-05,0.0,,0.7394683131592032,0.0,0.0,3.064212814764056e-06,0.0,0.0,0.020547167100859638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.745148995822734e-05,0.0
1608,TrNeoER-7700,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7700,-7600,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,8.980642615521238e-05,0.0,,0.7394683131592032,0.0,0.0,3.064212814764056e-06,0.0,0.0,0.020547167100859638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.745148995822734e-05,0.0
1609,TrNeoER-7600,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7600,-7500,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,8.980642615521238e-05,0.0,,0.7394683131592032,0.0,0.0,3.064212814764056e-06,0.0,0.0,0.020547167100859638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.745148995822734e-05,0.0
1610,TrNeoER-7500,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7500,-7400,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00014441393937839796,0.0,,0.7394753085799347,0.0,0.0,3.6365654200618783e-06,0.0,0.0,0.02055532842504629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1611,TrNeoER-7400,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7400,-7300,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00014441393937839796,0.0,,0.7394753085799347,0.0,0.0,3.6365654200618783e-06,0.0,0.0,0.02055532842504629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1612,TrNeoER-7300,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7300,-7200,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00014441393937839796,0.0,,0.7394753085799347,0.0,0.0,3.6365654200618783e-06,0.0,0.0,0.02055532842504629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1613,TrNeoER-7200,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7200,-7100,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00023422036553361032,0.0,,0.7395002762399069,0.0,0.0,7.041246325355273e-06,0.0,0.0,0.02056240259537173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00011687550430496165,0.0
1614,TrNeoER-7100,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7100,-7000,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00014441393937839796,0.0,,0.7394753085799347,0.0,0.0,3.977033510591218e-06,0.0,0.0,0.02055532842504629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1615,TrNeoER-7000,['Konya Plain'],Early Neolithic of Central Anatolia Konya Plain,-7000,-6900,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,TrNeoER,0.5555555555555556,"[1, 1, 1, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,,0.00014441393937839796,0.0,,0.7395127600698929,0.0,0.0,7.722182506413951e-06,0.0,0.0,0.02056198646770553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.00011687550430496165,0.0
1616,TrNeoLT-6600,['Konya Plain'],Late Neolithic in Konya Plain,-6600,-6500,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,0.0,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,5.0,1.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1617,TrNeoLT-6500,['Konya Plain'],Late Neolithic in Konya Plain,-6500,-6400,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,3.544068044350276,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1618,TrNeoLT-6400,['Konya Plain'],Late Neolithic in Konya Plain,-6400,-6300,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,7.088136088700552,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1619,TrNeoLT-6300,['Konya Plain'],Late Neolithic in Konya Plain,-6300,-6200,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,10.632204133050829,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1620,TrNeoLT-6200,['Konya Plain'],Late Neolithic in Konya Plain,-6200,-6100,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,14.176272177401104,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1621,TrNeoLT-6100,['Konya Plain'],Late Neolithic in Konya Plain,-6100,-6000,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,0.0,0.0,,0.0,0.0,17.720340221751382,5.460751322318556e-05,0.0,,0.7394877924099208,0.0,0.0,4.3175016011205564e-06,0.0,0.0,0.020554912297380087,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,7.942401434673431e-05,0.0
1622,TrNeoLT-6000,['Konya Plain'],Late Neolithic in Konya Plain,-6000,-5900,,,3500.0,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,,,['36S'],['Southwest Asia'],,,,,,,,,,,,,,,,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,animal baiting ritual and accompanying feast,not applicable,once per generation,once per generation,,,,,,,,,,,,3.544068044350276,,0.0,0.0,2.0,0.0,,TrNeoLT,0.4444444444444444,"[1, 1, 0, 1, 0, 0, 0, 0, 1]",,3.397940008672037,0.0,,0.0,0.0,21.264408266101658,3.3980786213022167,0.0,,2.4061919105665455,0.0,0.0,0.09091715355968787,0.0,0.0,0.18722990151737082,0.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.00011687550430496165,0.0
